0,0,a,b,8,16,1,c1,c2,16,2,0,d,8,[4, 1],32384,2450537.1428571427,3
0,0,a,b,16,16,1,c1,c2,8,4,0,d,8,[4, 1],39040,2465590.8571428573,2
0,0,a,b,16,16,1,c1,c2,8,4,0,d,8,[2, 2],39040,2465590.8571428573,2
0,0,a,b,8,16,1,c1,c2,16,2,0,d,8,[4, 1],21632,2628537.6,2
0,0,a,b,16,16,1,c1,c2,8,4,0,d,8,[4, 1],19584,2648155.4285714286,1
0,0,a,b,16,16,1,c1,c2,8,4,0,d,8,[2, 2],19584,2648155.4285714286,1
0,0,a,b,8,16,1,c1,c2,16,2,0,d,16,[4, 1],42112,2704950.8571428573,2
0,0,a,b,8,16,1,c1,c2,16,2,0,d,8,[4, 1],10880,2806538.057142857,1
0,0,a,b,8,16,1,c1,c2,16,2,0,d,16,[4, 1],21120,2881810.2857142854,1
0,0,a1,a2,8,8,1,b1,b2,16,8,0,c,8,[1, 4],36992,153273698.74285713,3
0,0,a1,a2,8,8,1,b1,b2,16,8,0,c,8,[1, 4],24704,177616577.82857144,2
0,0,a1,a2,8,8,1,b1,b2,16,8,0,c,8,[1, 4],12416,201959456.91428572,1
0,0,a,c,8,16,1,b1,b2,16,2,0,e,8,[4, 1],30848,1768731.4285714286,3
0,0,a,c,16,8,1,b1,b2,8,4,0,e,8,[4, 1],30848,1768731.4285714286,3
0,0,a,c,8,16,1,b1,b2,16,2,0,e,8,[4, 1],20608,2280614.4,2
0,0,a,c,16,8,1,b1,b2,8,4,0,e,8,[4, 1],20608,2280614.4,2
0,0,a,c,8,16,1,b1,b2,16,2,0,e,16,[4, 1],41088,2577435.4285714286,2
0,0,a,c,16,8,1,b1,b2,8,4,0,e,16,[4, 1],41088,2577435.4285714286,2
0,0,a,c,8,16,1,b1,b2,16,2,0,e,8,[4, 1],10368,2792497.3714285716,1
0,0,a,c,16,8,1,b1,b2,8,4,0,e,8,[4, 1],10368,2792497.3714285716,1
0,0,a,c,8,16,1,b1,b2,16,2,0,e,16,[4, 1],20608,3137307.4285714286,1
0,0,a,c,16,8,1,b1,b2,8,4,0,e,16,[4, 1],20608,3137307.4285714286,1
0,0,a,c,8,16,1,b1,b2,16,2,0,e,8,[4, 1],30848,1768731.4285714286,3
0,0,a,c,16,8,1,b1,b2,8,4,0,e,8,[4, 1],30848,1768731.4285714286,3
0,0,a,c,8,16,1,b1,b2,16,2,0,e,8,[4, 1],20608,2280614.4,2
0,0,a,c,16,8,1,b1,b2,8,4,0,e,8,[4, 1],20608,2280614.4,2
0,0,a,c,8,16,1,b1,b2,16,2,0,e,16,[4, 1],41088,2577435.4285714286,2
0,0,a,c,16,8,1,b1,b2,8,4,0,e,16,[4, 1],41088,2577435.4285714286,2
0,0,a,c,8,16,1,b1,b2,16,2,0,e,8,[4, 1],10368,2792497.3714285716,1
0,0,a,c,16,8,1,b1,b2,8,4,0,e,8,[4, 1],10368,2792497.3714285716,1
0,0,a,c,8,16,1,b1,b2,16,2,0,e,16,[4, 1],20608,3137307.4285714286,1
0,0,a,c,16,8,1,b1,b2,8,4,0,e,16,[4, 1],20608,3137307.4285714286,1
0,0,a,b,8,16,1,c1,c2,16,2,0,d,8,[4, 1],32384,2450537.1428571427,3
0,0,a,b,16,16,1,c1,c2,8,4,0,d,8,[4, 1],39040,2465590.8571428573,2
0,0,a,b,16,16,1,c1,c2,8,4,0,d,8,[2, 2],39040,2465590.8571428573,2
0,0,a,b,8,16,1,c1,c2,16,2,0,d,8,[4, 1],21632,2628537.6,2
0,0,a,b,16,16,1,c1,c2,8,4,0,d,8,[4, 1],19584,2648155.4285714286,1
0,0,a,b,16,16,1,c1,c2,8,4,0,d,8,[2, 2],19584,2648155.4285714286,1
0,0,a,b,8,16,1,c1,c2,16,2,0,d,16,[4, 1],42112,2704950.8571428573,2
0,0,a,b,8,16,1,c1,c2,16,2,0,d,8,[4, 1],10880,2806538.057142857,1
0,0,a,b,8,16,1,c1,c2,16,2,0,d,16,[4, 1],21120,2881810.2857142854,1
0,0,a,c,8,16,1,b1,b2,16,2,0,d,16,[4, 1],41088,2517073.3714285716,2
0,0,a,c,16,8,1,b1,b2,8,4,0,d,16,[4, 1],41088,2563529.1428571427,2
0,0,a,c,8,16,1,b1,b2,16,2,0,d,16,[4, 1],20608,2687799.7714285715,1
0,0,a,c,16,8,1,b1,b2,8,4,0,d,16,[4, 1],20608,2734025.1428571427,1
